city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country,continent
Cebu,114,3.6,3.0,3.0,880.0,8.0,4.0,145.0,3.0,2.0,3.0,246.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,10.2931062,123.9020773, Philippines,asia
Las Vegas NV,115,3.6,4.0,4.0,3703.0,50.0,5.0,16.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,36.1672559,-115.148516, United States,north_america
Corralejo Canary Islands,116,3.6,4.0,4.0,2364.0,44.0,5.0,25.0,5.0,3.0,4.0,2225.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,28.7307235,-13.8651907, Spain,europe
Antalya,117,3.6,4.0,3.0,869.0,12.0,5.0,139.0,4.0,2.0,3.0,905.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,36.9009641,30.6954846, Turkey,asia
Lima,118,3.6,4.0,3.0,969.0,8.0,4.0,124.0,3.0,3.0,3.0,504.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,-12.0621065,-77.0365256, Peru,south_america
New York City NY,119,3.6,4.0,4.0,5072.0,33.0,5.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,40.7127281,-74.0060152, United States,north_america
Varna,120,3.6,4.0,3.0,1437.0,33.0,3.0,55.0,4.0,2.0,4.0,622.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,43.2073873,27.9166653, Bulgaria,europe
Guanajuato,121,3.6,4.0,3.0,1222.0,15.0,3.0,40.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,20.9876996,-101.0, Mexico,north_america
Seville,122,3.6,4.0,4.0,2324.0,22.0,3.0,24.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,37.3886303,-5.9953403, Spain,europe
Montreal,123,3.6,4.0,4.0,2926.0,23.0,4.0,30.0,4.0,5.0,4.0,3513.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,45.5031824,-73.5698065, Canada,north_america
New Orleans LA,124,3.6,4.0,4.0,3669.0,45.0,4.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,29.9499323,-90.0701156, United States,north_america
Orlando FL,125,3.6,4.0,4.0,3275.0,45.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,28.5421109,-81.3790304, United States,north_america
Tampa FL,126,3.6,4.0,4.0,3416.0,55.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,27.9477595,-82.458444, United States,north_america
Suva,127,3.6,3.0,3.0,1750.0,7.0,3.0,33.0,4.0,4.0,4.0,433.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,-18.1415884,178.4421662, Fiji,oceania
Constanta,128,3.6,3.0,3.0,1681.0,37.0,5.0,11.0,4.0,2.0,4.0,787.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,44.1767161,28.6507598, Romania,europe
Perth,129,3.6,5.0,4.0,3917.0,19.0,3.0,25.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,-31.9527121,115.8604796, Australia,oceania
Dubrovnik,130,3.6,4.0,3.0,2495.0,18.0,3.0,25.0,5.0,3.0,4.0,1013.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,42.64873625,18.094680152605108, Croatia,europe
Leipzig,131,3.6,4.0,3.0,2376.0,28.0,3.0,16.0,5.0,4.0,4.0,3538.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,51.3406321,12.3747329, Germany,europe
Tucson AZ,132,3.5,4.0,4.0,2864.0,57.0,2.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,32.2228765,-110.9748477, United States,north_america
Havana,133,3.5,4.0,3.0,1508.0,4.0,3.0,22.0,4.0,3.0,4.0,651.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,23.135305,-82.3589631, Cuba,north_america
Ploiesti,134,3.5,3.0,3.0,1468.0,30.0,2.0,14.0,4.0,2.0,4.0,787.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,44.9417468,26.0236504, Romania,europe
Palawan,135,3.5,3.0,3.0,1378.0,8.0,5.0,53.0,3.0,2.0,3.0,246.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,11.08336535,120.91639641658888, Philippines,asia
Jeju Island,136,3.5,4.0,3.0,1786.0,20.0,4.0,59.0,5.0,2.0,4.0,2315.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,33.38034745,126.54825445912049, South Korea,asia
Minneapolis MN,137,3.5,4.0,4.0,3975.0,42.0,4.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,44.9772995,-93.2654692, United States,north_america
Helsinki,138,3.5,4.0,4.0,3669.0,30.0,4.0,29.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,60.1674881,24.9427473, Finland,europe
Ottawa,139,3.5,4.0,4.0,2598.0,26.0,3.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,45.4211435,-75.6900574, Canada,north_america
Groningen,140,3.5,4.0,4.0,3402.0,55.0,3.0,24.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,53.2190652,6.5680077, Netherlands,europe
Cologne,141,3.5,4.0,4.0,2689.0,29.0,4.0,24.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,50.938361,6.959974, Germany,europe
Copenhagen,142,3.5,4.0,4.0,4547.0,40.0,4.0,38.0,5.0,5.0,4.0,4478.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,55.6867243,12.5700724, Denmark,europe
Frankfurt,143,3.5,4.0,4.0,2735.0,22.0,4.0,40.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,50.1106444,8.6820917, Germany,europe
Pretoria,144,3.5,3.0,3.0,1630.0,12.0,4.0,40.0,1.0,3.0,3.0,425.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,-25.7459374,28.1879444, South Africa,africa
Rotterdam,145,3.5,4.0,4.0,3887.0,36.0,4.0,44.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,51.9244424,4.47775, Netherlands,europe
Katowice,146,3.5,3.0,3.0,1213.0,26.0,3.0,55.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,50.2598987,19.0215852, Poland,europe
Dublin,147,3.5,4.0,4.0,3765.0,52.0,3.0,28.0,5.0,5.0,4.0,5375.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,3.0,53.3497645,-6.2602732, Ireland,europe
Hoi An,148,3.5,3.0,3.0,1041.0,12.0,4.0,37.0,4.0,2.0,2.0,181.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,15.8798137,108.3273939, Vietnam,asia
Antigua,149,3.5,3.0,3.0,1297.0,6.0,5.0,37.0,1.0,3.0,2.0,346.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,17.10371515,-61.79045045805584, Antigua and Barbuda,north_america
Lviv,150,3.5,4.0,3.0,1202.0,25.0,4.0,46.0,4.0,2.0,4.0,175.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,49.841952,24.0315921, Ukraine,europe
Krabi,151,3.5,4.0,3.0,1161.0,24.0,4.0,46.0,4.0,3.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,8.0610907,98.9161607, Thailand,asia
Aberdeen,152,3.5,4.0,4.0,3402.0,23.0,3.0,23.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,57.1482429,-2.0928095, United Kingdom,europe
Senggigi Lombok,153,3.5,3.0,3.0,624.0,8.0,2.0,23.0,5.0,2.0,3.0,298.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-8.4982478,116.0521267, Indonesia,asia
Galapagos Islands,154,3.5,4.0,3.0,1363.0,17.0,4.0,23.0,3.0,3.0,3.0,499.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,-0.62881505,-90.3638752022324, Ecuador,south_america
Colombo,155,3.5,3.0,3.0,894.0,9.0,4.0,64.0,4.0,3.0,4.0,326.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,6.9387469,79.8541134, Sri Lanka,asia
Vienna,156,3.5,4.0,4.0,3024.0,43.0,3.0,29.0,5.0,2.0,4.0,3738.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,48.2083537,16.3725042, Austria,europe
Jakarta,157,3.5,3.0,3.0,1202.0,10.0,2.0,129.0,5.0,2.0,3.0,298.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,-6.1753942,106.827183, Indonesia,asia
Almaty,158,3.5,4.0,3.0,1144.0,8.0,3.0,129.0,4.0,2.0,4.0,642.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,43.2363924,76.9457275, Kazakhstan,asia
Dresden,159,3.5,4.0,4.0,3226.0,34.0,3.0,13.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,51.0493286,13.7381437, Germany,europe
Ponta Delgada Azores,160,3.5,4.0,3.0,2695.0,31.0,5.0,13.0,5.0,4.0,3.0,1646.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,37.7394344,-25.6683618, Portugal,europe
Cancun,161,3.5,3.0,3.0,1139.0,11.0,5.0,13.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,21.1617854,-86.8510468, Mexico,north_america
Christchurch,162,3.5,4.0,4.0,2675.0,27.0,4.0,31.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,-43.530955,172.6366455, New Zealand,oceania
Siem Reap,163,3.5,3.0,3.0,1042.0,7.0,3.0,63.0,4.0,5.0,2.0,106.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,13.3617562,103.8590321, Cambodia,asia
Split,164,3.5,4.0,3.0,3021.0,17.0,3.0,10.0,5.0,2.0,4.0,1013.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,43.5116383,16.4399659, Croatia,europe
Salt Lake City UT,165,3.5,4.0,4.0,2897.0,57.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,40.7596198,-111.8867975, United States,north_america
Chisinau,166,3.5,3.0,3.0,1332.0,14.0,3.0,25.0,4.0,4.0,3.0,139.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,47.0245117,28.8322923, Moldova,europe
Glasgow,167,3.5,4.0,4.0,3308.0,25.0,4.0,25.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,55.8609825,-4.2488787, United Kingdom,europe
Novi Sad,168,3.5,4.0,3.0,1373.0,29.0,3.0,94.0,4.0,3.0,3.0,452.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,45.2551338,19.8451756, Serbia,europe
Winnipeg,169,3.4,4.0,4.0,2568.0,23.0,3.0,28.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,49.8955367,-97.1384584, Canada,north_america
Lille,170,3.4,4.0,4.0,3225.0,31.0,5.0,32.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,50.6365654,3.0635282, France,europe
Kaohsiung,171,3.4,4.0,3.0,1127.0,26.0,2.0,126.0,5.0,3.0,4.0,2048.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,22.6203348,120.3120375, Taiwan,asia
Coimbra,172,3.4,4.0,3.0,2409.0,29.0,3.0,61.0,5.0,3.0,3.0,1646.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,40.2111931,-8.4294632, Portugal,europe
Indianapolis IN,173,3.4,4.0,3.0,3346.0,47.0,3.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,39.7683331,-86.1583502, United States,north_america
Brownsville TX,174,3.4,4.0,3.0,2351.0,44.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,25.9140256,-97.4890856, United States,north_america
Goa,175,3.4,3.0,3.0,1366.0,10.0,5.0,34.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,15.3004543,74.0855134, India,asia
General Santos,176,3.4,3.0,3.0,1086.0,9.0,3.0,34.0,3.0,3.0,3.0,246.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,6.112331,125.1717145, Philippines,asia
Marrakesh,177,3.4,3.0,3.0,1937.0,7.0,5.0,34.0,4.0,3.0,2.0,245.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,31.6258257,-7.9891608, Morocco,africa
Makati,178,3.4,3.0,3.0,1921.0,9.0,5.0,86.0,3.0,2.0,3.0,246.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,14.5567949,121.0211226, Philippines,asia
Sliema,179,3.4,4.0,4.0,2984.0,29.0,4.0,86.0,5.0,2.0,4.0,2135.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,35.9127609,14.5020708, Malta,europe
Yangon,180,3.4,3.0,3.0,987.0,9.0,5.0,23.0,4.0,2.0,2.0,104.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,16.7967129,96.1609916, Myanmar,asia
Brasilia,181,3.4,4.0,3.0,1165.0,12.0,3.0,23.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,2.0,-10.3333333,-53.2, Brazil,south_america
Aachen,182,3.4,4.0,4.0,2617.0,28.0,3.0,18.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,50.776351,6.083862, Germany,europe
Poznan,183,3.4,4.0,3.0,1569.0,26.0,3.0,82.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,52.4006632,16.91973259178088, Poland,europe
Tulsa OK,184,3.4,3.0,3.0,2163.0,39.0,4.0,43.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,36.1556805,-95.9929113, United States,north_america
Rijeka,185,3.4,3.0,3.0,1615.0,19.0,2.0,16.0,5.0,2.0,4.0,1013.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,45.3271752,14.4412309, Croatia,europe
Kota Kinabalu,186,3.4,3.0,3.0,786.0,17.0,4.0,28.0,4.0,2.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.9780066,116.0728988, Malaysia,asia
Edinburgh,187,3.4,4.0,4.0,3854.0,26.0,3.0,17.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,55.9533456,-3.1883749, United Kingdom,europe
Lodz,188,3.4,3.0,3.0,1632.0,37.0,4.0,53.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,51.7728066,19.47849495849145, Poland,europe
Birmingham AL,189,3.2,4.0,4.0,3567.0,26.0,4.0,31.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,33.570499,-86.765783, United States,north_america
Saskatoon,190,3.4,4.0,4.0,2385.0,25.0,3.0,29.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,52.131802,-106.660767, Canada,north_america
Toulouse,191,3.4,4.0,3.0,2319.0,27.0,4.0,47.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,43.6044622,1.4442469, France,europe
Brampton,192,3.4,4.0,4.0,2397.0,25.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,43.6858146,-79.7599337, Canada,north_america
Brussels,193,3.4,4.0,4.0,2818.0,36.0,3.0,44.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,50.8465573,4.351697, Belgium,europe
Cuenca,194,3.4,4.0,3.0,2184.0,8.0,4.0,42.0,3.0,3.0,3.0,499.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,40.0681156,-2.1348241, Spain,europe
Harare,195,3.4,3.0,2.0,2132.0,3.0,3.0,42.0,3.0,3.0,2.0,83.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,-17.831773,31.045686, Zimbabwe,africa
Luang Prabang,196,3.4,3.0,3.0,960.0,7.0,4.0,42.0,3.0,3.0,2.0,195.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,19.8887438,102.135898, Laos,asia
San Antonio TX,197,3.4,4.0,4.0,2790.0,49.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,29.4246002,-98.4951405, United States,north_america
Dubai,198,3.4,3.0,3.0,3491.0,16.0,3.0,137.0,5.0,3.0,3.0,3135.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,25.2653471,55.2924914, United Arab Emirates,asia
Beirut,199,3.4,4.0,3.0,1837.0,4.0,5.0,61.0,4.0,3.0,3.0,700.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,33.8959203,35.47843, Lebanon,asia
Adana,200,3.4,3.0,3.0,615.0,12.0,4.0,60.0,4.0,3.0,3.0,905.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,36.9863599,35.3252861, Turkey,asia
Calgary,201,3.4,4.0,3.0,2904.0,23.0,3.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,51.0460954,-114.065465, Canada,north_america
Nashville TN,202,3.4,4.0,4.0,3959.0,45.0,4.0,42.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,36.1622767,-86.7742984, United States,north_america
Sanur Bali,203,3.4,3.0,2.0,742.0,15.0,3.0,42.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,-8.6831728,115.2564626, Indonesia,asia
Chatham,204,3.4,4.0,3.0,2227.0,25.0,2.0,27.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,51.3804845,0.5292758, United Kingdom,europe
Burgas,205,3.4,3.0,3.0,1916.0,31.0,2.0,27.0,4.0,2.0,4.0,622.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,42.343926,-3.696977, Spain,europe
Brno,206,3.4,4.0,3.0,1964.0,23.0,3.0,45.0,5.0,2.0,4.0,1534.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,49.1922443,16.6113382, Czechia,europe
Montevideo,207,3.4,4.0,3.0,1517.0,20.0,3.0,80.0,3.0,4.0,3.0,1268.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,-34.9058916,-56.1913095, Uruguay,south_america
Merida,208,3.4,3.0,3.0,1077.0,11.0,3.0,80.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,38.9174665,-6.3443977, Spain,europe
Paramaribo,209,3.4,3.0,2.0,677.0,5.0,4.0,80.0,2.0,2.0,3.0,489.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.8247628,-55.1703941, Suriname,south_america
Kingston,210,3.4,3.0,3.0,1654.0,14.0,5.0,132.0,1.0,2.0,3.0,407.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,17.9712148,-76.7928128, Jamaica,north_america
Amman,211,3.4,3.0,2.0,1331.0,8.0,3.0,31.0,4.0,2.0,3.0,341.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,31.9515694,35.9239625, Jordan,asia
Kuching,212,3.4,3.0,2.0,875.0,14.0,3.0,32.0,4.0,2.0,3.0,792.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,1.5574127,110.3439862, Malaysia,asia
Paphos,213,3.4,4.0,3.0,2702.0,12.0,4.0,62.0,4.0,3.0,4.0,1969.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,34.772611299999994,32.426061008888134, Cyprus,asia
Kyiv,214,3.4,3.0,3.0,1647.0,34.0,5.0,62.0,4.0,3.0,4.0,175.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,50.4500336,30.5241361, Ukraine,europe
Stuttgart,215,3.4,4.0,4.0,2742.0,28.0,4.0,32.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,48.7784485,9.1800132, Germany,europe
Boston MA,216,3.4,4.0,4.0,4639.0,37.0,4.0,38.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,42.3602534,-71.0582912, United States,north_america
Cincinnati OH,217,3.4,4.0,3.0,2973.0,43.0,3.0,47.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,39.1014537,-84.5124602, United States,north_america
McAllen TX,218,3.4,4.0,3.0,2510.0,51.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,26.2043691,-98.230082, United States,north_america
Surrey,219,3.4,4.0,4.0,2705.0,25.0,3.0,18.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,51.2715316,-0.3414523511290909, United Kingdom,europe
Bryan TX,220,3.4,4.0,3.0,2552.0,65.0,3.0,18.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,30.6743643,-96.3699632, United States,north_america
Nis,221,3.4,3.0,3.0,1031.0,38.0,3.0,56.0,4.0,3.0,3.0,452.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,43.3211301,21.8959232, Serbia,europe
Ufa,222,3.4,3.0,2.0,1061.0,18.0,2.0,56.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,52.38706125,13.122811699203996, Germany,europe
